time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,ts
20200921:1330,0.0,0.0,0.0,0.0,26.87,1.93,0.0,2020-09-21 13:30:00+00:00
20200921:1430,0.0,0.0,0.0,0.0,26.77,2.07,0.0,2020-09-21 14:30:00+00:00
20200921:1530,0.0,0.0,0.0,0.0,26.76,2.28,0.0,2020-09-21 15:30:00+00:00
20200921:1630,0.0,0.0,0.0,0.0,26.68,2.28,0.0,2020-09-21 16:30:00+00:00
20200921:1730,0.0,0.0,0.0,0.0,26.26,2.62,0.0,2020-09-21 17:30:00+00:00
20200921:1830,0.0,0.0,0.0,0.0,26.36,2.9,0.0,2020-09-21 18:30:00+00:00
20200921:1930,0.0,0.0,0.0,0.0,25.86,2.62,0.0,2020-09-21 19:30:00+00:00
20200921:2030,0.0,0.0,0.0,0.0,25.89,2.55,0.0,2020-09-21 20:30:00+00:00
20200921:2130,0.0,0.0,0.0,0.0,25.91,2.41,0.0,2020-09-21 21:30:00+00:00
20200921:2230,0.0,0.0,0.0,0.0,26.03,2.76,0.0,2020-09-21 22:30:00+00:00
20200921:2330,0.0,0.0,0.0,0.0,26.19,3.1,0.0,2020-09-21 23:30:00+00:00
20200922:0030,2.75,28.15,0.0,7.49,26.25,2.83,0.0,2020-09-22 00:30:00+00:00
20200922:0130,13.2,97.2,0.0,21.22,26.44,3.03,0.0,2020-09-22 01:30:00+00:00
20200922:0230,90.45,199.8,0.0,34.69,27.08,3.66,0.0,2020-09-22 02:30:00+00:00
20200922:0330,192.6,256.15,0.0,47.53,28.02,4.34,0.0,2020-09-22 03:30:00+00:00
20200922:0430,297.35,292.05,0.0,58.87,29.17,4.21,0.0,2020-09-22 04:30:00+00:00
20200922:0530,250.65,346.85,0.0,66.39,30.19,4.14,0.0,2020-09-22 05:30:00+00:00
20200922:0630,121.2,368.95,0.0,66.11,30.94,4.34,0.0,2020-09-22 06:30:00+00:00
20200922:0730,138.25,268.0,0.0,58.24,30.59,3.66,0.0,2020-09-22 07:30:00+00:00
20200922:0830,131.45,272.15,0.0,46.75,30.81,3.86,0.0,2020-09-22 08:30:00+00:00
20200922:0930,64.35,182.75,0.0,33.85,30.74,4.0,0.0,2020-09-22 09:30:00+00:00
20200922:1030,50.5,99.8,0.0,20.37,29.47,2.97,0.0,2020-09-22 10:30:00+00:00
20200922:1130,12.05,28.4,0.0,6.63,29.4,2.34,0.0,2020-09-22 11:30:00+00:00
20200922:1230,0.0,0.0,0.0,0.0,28.92,2.97,0.0,2020-09-22 12:30:00+00:00
20200922:1330,0.0,0.0,0.0,0.0,28.44,3.03,0.0,2020-09-22 13:30:00+00:00
20200922:1430,0.0,0.0,0.0,0.0,28.07,3.31,0.0,2020-09-22 14:30:00+00:00
20200922:1530,0.0,0.0,0.0,0.0,27.79,3.24,0.0,2020-09-22 15:30:00+00:00
20200922:1630,0.0,0.0,0.0,0.0,27.53,2.83,0.0,2020-09-22 16:30:00+00:00
20200922:1730,0.0,0.0,0.0,0.0,27.31,2.62,0.0,2020-09-22 17:30:00+00:00
20200922:1830,0.0,0.0,0.0,0.0,27.09,2.9,0.0,2020-09-22 18:30:00+00:00
20200922:1930,0.0,0.0,0.0,0.0,26.05,3.17,0.0,2020-09-22 19:30:00+00:00
20200922:2030,0.0,0.0,0.0,0.0,25.88,3.45,0.0,2020-09-22 20:30:00+00:00
20200922:2130,0.0,0.0,0.0,0.0,25.88,3.24,0.0,2020-09-22 21:30:00+00:00
20200922:2230,0.0,0.0,0.0,0.0,25.94,2.97,0.0,2020-09-22 22:30:00+00:00
20200922:2330,0.0,0.0,0.0,-6.31,26.1,2.9,0.0,2020-09-22 23:30:00+00:00
20200923:0030,13.7,34.8,0.0,7.42,26.1,2.83,0.0,2020-09-23 00:30:00+00:00
20200923:0130,35.35,103.35,0.0,21.14,26.51,3.1,0.0,2020-09-23 01:30:00+00:00
20200923:0230,129.1,169.75,0.0,34.58,27.28,3.17,0.0,2020-09-23 02:30:00+00:00
20200923:0330,46.5,210.1,0.0,47.38,28.67,3.66,0.0,2020-09-23 03:30:00+00:00
20200923:0430,158.25,287.0,0.0,58.64,28.35,4.41,0.0,2020-09-23 04:30:00+00:00
20200923:0530,304.6,305.3,0.0,66.04,28.93,4.21,0.0,2020-09-23 05:30:00+00:00
20200923:0630,17.15,167.15,0.0,65.71,30.25,4.55,0.0,2020-09-23 06:30:00+00:00
20200923:0730,7.95,181.5,0.0,57.89,28.19,3.79,0.0,2020-09-23 07:30:00+00:00
20200923:0830,18.5,230.25,0.0,46.46,28.02,4.41,0.0,2020-09-23 08:30:00+00:00
20200923:0930,37.4,172.3,0.0,33.59,28.4,4.0,0.0,2020-09-23 09:30:00+00:00
20200923:1030,4.2,69.0,0.0,20.12,27.81,4.48,0.0,2020-09-23 10:30:00+00:00
20200923:1130,0.0,17.1,0.0,6.39,27.57,3.45,0.0,2020-09-23 11:30:00+00:00
20200923:1230,0.0,0.0,0.0,0.0,27.23,3.17,0.0,2020-09-23 12:30:00+00:00
20200923:1330,0.0,0.0,0.0,0.0,27.02,3.03,0.0,2020-09-23 13:30:00+00:00
20200923:1430,0.0,0.0,0.0,0.0,26.93,2.83,0.0,2020-09-23 14:30:00+00:00
20200923:1530,0.0,0.0,0.0,0.0,26.93,2.97,0.0,2020-09-23 15:30:00+00:00
20200923:1630,0.0,0.0,0.0,0.0,26.63,2.83,0.0,2020-09-23 16:30:00+00:00
20200923:1730,0.0,0.0,0.0,0.0,26.45,3.03,0.0,2020-09-23 17:30:00+00:00
20200923:1830,0.0,0.0,0.0,0.0,26.36,3.03,0.0,2020-09-23 18:30:00+00:00
20200923:1930,0.0,0.0,0.0,0.0,26.36,3.03,0.0,2020-09-23 19:30:00+00:00
20200923:2030,0.0,0.0,0.0,0.0,26.07,3.38,0.0,2020-09-23 20:30:00+00:00
20200923:2130,0.0,0.0,0.0,0.0,25.86,3.31,0.0,2020-09-23 21:30:00+00:00
20200923:2230,0.0,0.0,0.0,0.0,25.81,3.1,0.0,2020-09-23 22:30:00+00:00
20200923:2330,0.0,0.0,0.0,0.0,25.84,2.9,0.0,2020-09-23 23:30:00+00:00
20200924:0030,3.65,38.25,0.0,7.35,25.91,2.69,0.0,2020-09-24 00:30:00+00:00
20200924:0130,21.6,116.1,0.0,21.06,26.34,2.62,0.0,2020-09-24 01:30:00+00:00
20200924:0230,90.25,157.6,0.0,34.48,27.22,3.03,0.0,2020-09-24 02:30:00+00:00
20200924:0330,183.5,226.35,0.0,47.23,28.07,3.1,0.0,2020-09-24 03:30:00+00:00
20200924:0430,130.6,254.2,0.0,58.41,29.29,3.52,0.0,2020-09-24 04:30:00+00:00
20200924:0530,130.6,332.1,0.0,65.69,29.25,3.38,0.0,2020-09-24 05:30:00+00:00
20200924:0630,37.25,222.4,0.0,65.32,30.2,3.24,0.0,2020-09-24 06:30:00+00:00
20200924:0730,54.2,234.75,0.0,57.54,29.47,3.03,0.0,2020-09-24 07:30:00+00:00
20200924:0830,39.8,215.1,0.0,46.16,29.74,2.9,0.0,2020-09-24 08:30:00+00:00
20200924:0930,16.15,173.25,0.0,33.33,29.14,3.17,0.0,2020-09-24 09:30:00+00:00
20200924:1030,33.55,92.7,0.0,19.88,29.09,3.1,0.0,2020-09-24 10:30:00+00:00
20200924:1130,4.4,25.4,0.0,6.15,28.85,3.03,0.0,2020-09-24 11:30:00+00:00
20200924:1230,0.0,0.0,0.0,0.0,28.28,2.83,0.0,2020-09-24 12:30:00+00:00
20200924:1330,0.0,0.0,0.0,0.0,27.98,3.1,0.0,2020-09-24 13:30:00+00:00
20200924:1430,0.0,0.0,0.0,0.0,27.76,3.1,0.0,2020-09-24 14:30:00+00:00
20200924:1530,0.0,0.0,0.0,0.0,27.74,3.1,0.0,2020-09-24 15:30:00+00:00
20200924:1630,0.0,0.0,0.0,0.0,27.7,3.38,0.0,2020-09-24 16:30:00+00:00
20200924:1730,0.0,0.0,0.0,0.0,27.57,3.38,0.0,2020-09-24 17:30:00+00:00
20200924:1830,0.0,0.0,0.0,0.0,27.39,3.31,0.0,2020-09-24 18:30:00+00:00
20200924:1930,0.0,0.0,0.0,0.0,27.54,3.17,0.0,2020-09-24 19:30:00+00:00
20200924:2030,0.0,0.0,0.0,0.0,27.39,3.31,0.0,2020-09-24 20:30:00+00:00
20200924:2130,0.0,0.0,0.0,0.0,27.28,3.24,0.0,2020-09-24 21:30:00+00:00
20200924:2230,0.0,0.0,0.0,0.0,27.22,3.17,0.0,2020-09-24 22:30:00+00:00
20200924:2330,0.0,0.0,0.0,0.0,27.12,3.17,0.0,2020-09-24 23:30:00+00:00
20200925:0030,15.6,33.0,0.0,7.28,27.01,3.17,0.0,2020-09-25 00:30:00+00:00
20200925:0130,81.15,97.0,0.0,20.98,27.34,2.76,0.0,2020-09-25 01:30:00+00:00
20200925:0230,179.6,176.75,0.0,34.37,28.22,4.34,0.0,2020-09-25 02:30:00+00:00
20200925:0330,269.95,207.25,0.0,47.07,29.07,3.86,0.0,2020-09-25 03:30:00+00:00
20200925:0430,331.8,282.15,0.0,58.17,29.85,3.79,0.0,2020-09-25 04:30:00+00:00
20200925:0530,194.35,310.05,0.0,65.34,30.97,3.86,0.0,2020-09-25 05:30:00+00:00
20200925:0630,118.05,260.4,0.0,64.92,30.24,4.0,0.0,2020-09-25 06:30:00+00:00
20200925:0730,124.6,209.75,0.0,57.19,28.9,4.07,0.0,2020-09-25 07:30:00+00:00
20200925:0830,111.2,186.95,0.0,45.86,29.05,3.38,0.0,2020-09-25 08:30:00+00:00
20200925:0930,108.75,141.1,0.0,33.07,29.5,3.45,0.0,2020-09-25 09:30:00+00:00
20200925:1030,30.05,62.15,0.0,19.63,28.67,3.66,0.0,2020-09-25 10:30:00+00:00
20200925:1130,1.6,22.2,0.0,5.92,27.93,2.97,0.0,2020-09-25 11:30:00+00:00
20200925:1230,0.0,0.0,0.0,0.0,27.61,2.76,0.0,2020-09-25 12:30:00+00:00
20200925:1330,0.0,0.0,0.0,0.0,27.45,2.9,0.0,2020-09-25 13:30:00+00:00
20200925:1430,0.0,0.0,0.0,0.0,27.34,3.03,0.0,2020-09-25 14:30:00+00:00
20200925:1530,0.0,0.0,0.0,0.0,27.08,2.9,0.0,2020-09-25 15:30:00+00:00
20200925:1630,0.0,0.0,0.0,0.0,27.04,3.03,0.0,2020-09-25 16:30:00+00:00
20200925:1730,0.0,0.0,0.0,0.0,26.78,3.17,0.0,2020-09-25 17:30:00+00:00
20200925:1830,0.0,0.0,0.0,0.0,26.35,3.17,0.0,2020-09-25 18:30:00+00:00
20200925:1930,0.0,0.0,0.0,0.0,26.93,2.9,0.0,2020-09-25 19:30:00+00:00
20200925:2030,0.0,0.0,0.0,0.0,26.86,2.69,0.0,2020-09-25 20:30:00+00:00
20200925:2130,0.0,0.0,0.0,0.0,26.71,2.69,0.0,2020-09-25 21:30:00+00:00
20200925:2230,0.0,0.0,0.0,0.0,26.6,2.76,0.0,2020-09-25 22:30:00+00:00
20200925:2330,0.0,0.0,0.0,0.0,26.32,2.62,0.0,2020-09-25 23:30:00+00:00
20200926:0030,7.65,24.25,0.0,7.21,26.02,2.55,0.0,2020-09-26 00:30:00+00:00
20200926:0130,42.95,91.65,0.0,20.89,26.15,2.34,0.0,2020-09-26 01:30:00+00:00
20200926:0230,146.6,144.5,0.0,34.26,27.03,2.9,0.0,2020-09-26 02:30:00+00:00
20200926:0330,273.8,202.1,0.0,46.91,28.2,2.62,0.0,2020-09-26 03:30:00+00:00
20200926:0430,233.4,223.8,0.0,57.93,29.48,2.62,0.0,2020-09-26 04:30:00+00:00
20200926:0530,121.75,259.05,0.0,64.99,30.31,2.9,0.0,2020-09-26 05:30:00+00:00
20200926:0630,241.4,250.05,0.0,64.52,28.61,3.72,0.0,2020-09-26 06:30:00+00:00
20200926:0730,317.8,217.2,0.0,56.84,30.7,3.59,0.0,2020-09-26 07:30:00+00:00
20200926:0830,250.85,186.1,0.0,45.57,30.94,3.45,0.0,2020-09-26 08:30:00+00:00
20200926:0930,13.6,108.2,0.0,32.8,28.26,4.14,0.0,2020-09-26 09:30:00+00:00
20200926:1030,13.75,60.75,0.0,19.39,27.7,1.72,0.0,2020-09-26 10:30:00+00:00
20200926:1130,2.25,24.09,0.0,5.68,27.54,2.07,0.0,2020-09-26 11:30:00+00:00
20200926:1230,0.0,0.0,0.0,0.0,27.28,2.28,0.0,2020-09-26 12:30:00+00:00
20200926:1330,0.0,0.0,0.0,0.0,26.62,1.79,0.0,2020-09-26 13:30:00+00:00
20200926:1430,0.0,0.0,0.0,0.0,26.58,1.66,0.0,2020-09-26 14:30:00+00:00
20200926:1530,0.0,0.0,0.0,0.0,26.46,1.93,0.0,2020-09-26 15:30:00+00:00
20200926:1630,0.0,0.0,0.0,0.0,26.27,1.52,0.0,2020-09-26 16:30:00+00:00
20200926:1730,0.0,0.0,0.0,0.0,26.07,1.59,0.0,2020-09-26 17:30:00+00:00
20200926:1830,0.0,0.0,0.0,0.0,25.93,1.93,0.0,2020-09-26 18:30:00+00:00
20200926:1930,0.0,0.0,0.0,0.0,26.59,2.48,0.0,2020-09-26 19:30:00+00:00
20200926:2030,0.0,0.0,0.0,0.0,26.58,2.21,0.0,2020-09-26 20:30:00+00:00
20200926:2130,0.0,0.0,0.0,0.0,26.49,1.86,0.0,2020-09-26 21:30:00+00:00
20200926:2230,0.0,0.0,0.0,0.0,26.28,1.86,0.0,2020-09-26 22:30:00+00:00
20200926:2330,0.0,0.0,0.0,0.0,26.32,1.86,0.0,2020-09-26 23:30:00+00:00
20200927:0030,11.55,28.75,0.0,7.13,26.22,1.72,0.0,2020-09-27 00:30:00+00:00
20200927:0130,103.65,84.55,0.0,20.81,26.61,1.59,0.0,2020-09-27 01:30:00+00:00
20200927:0230,224.8,144.95,0.0,34.14,27.89,2.55,0.0,2020-09-27 02:30:00+00:00
20200927:0330,304.7,197.85,0.0,46.75,28.92,2.0,0.0,2020-09-27 03:30:00+00:00
20200927:0430,265.8,221.9,0.0,57.69,30.26,1.72,0.0,2020-09-27 04:30:00+00:00
20200927:0530,276.4,290.2,0.0,64.63,30.78,1.52,0.0,2020-09-27 05:30:00+00:00
20200927:0630,380.65,249.7,0.0,64.12,31.43,1.24,0.0,2020-09-27 06:30:00+00:00
20200927:0730,239.85,265.3,0.0,56.5,31.77,0.21,0.0,2020-09-27 07:30:00+00:00
20200927:0830,123.7,209.1,0.0,45.27,31.74,0.07,0.0,2020-09-27 08:30:00+00:00
20200927:0930,46.6,165.4,0.0,32.54,31.08,0.34,0.0,2020-09-27 09:30:00+00:00
20200927:1030,28.15,86.6,0.0,19.14,30.35,1.31,0.0,2020-09-27 10:30:00+00:00
20200927:1130,8.1,23.76,0.0,5.45,29.51,2.0,0.0,2020-09-27 11:30:00+00:00
20200927:1230,0.0,0.0,0.0,0.0,28.41,2.21,0.0,2020-09-27 12:30:00+00:00
20200927:1330,0.0,0.0,0.0,0.0,27.76,2.0,0.0,2020-09-27 13:30:00+00:00
20200927:1430,0.0,0.0,0.0,0.0,27.3,1.52,0.0,2020-09-27 14:30:00+00:00
20200927:1530,0.0,0.0,0.0,0.0,26.99,1.52,0.0,2020-09-27 15:30:00+00:00
20200927:1630,0.0,0.0,0.0,0.0,26.66,1.66,0.0,2020-09-27 16:30:00+00:00
20200927:1730,0.0,0.0,0.0,0.0,26.53,1.72,0.0,2020-09-27 17:30:00+00:00
20200927:1830,0.0,0.0,0.0,0.0,26.36,1.66,0.0,2020-09-27 18:30:00+00:00
20200927:1930,0.0,0.0,0.0,0.0,26.66,1.52,0.0,2020-09-27 19:30:00+00:00
20200927:2030,0.0,0.0,0.0,0.0,26.49,1.45,0.0,2020-09-27 20:30:00+00:00
20200927:2130,0.0,0.0,0.0,0.0,26.32,1.24,0.0,2020-09-27 21:30:00+00:00
20200927:2230,0.0,0.0,0.0,0.0,26.04,1.03,0.0,2020-09-27 22:30:00+00:00
20200927:2330,0.0,0.0,0.0,0.0,26.01,0.69,0.0,2020-09-27 23:30:00+00:00
20200928:0030,26.45,33.1,0.0,7.06,25.42,0.97,0.0,2020-09-28 00:30:00+00:00
20200928:0130,146.2,94.05,0.0,20.72,26.69,0.76,0.0,2020-09-28 01:30:00+00:00
20200928:0230,227.4,149.45,0.0,34.03,28.24,0.62,0.0,2020-09-28 02:30:00+00:00
20200928:0330,275.45,166.85,0.0,46.59,29.32,0.76,0.0,2020-09-28 03:30:00+00:00
20200928:0430,470.75,198.2,0.0,57.44,30.07,0.83,0.0,2020-09-28 04:30:00+00:00
20200928:0530,489.85,226.1,0.0,64.28,31.12,0.76,0.0,2020-09-28 05:30:00+00:00
20200928:0630,530.9,174.55,0.0,63.72,31.58,0.83,0.0,2020-09-28 06:30:00+00:00
20200928:0730,432.0,165.8,0.0,56.15,32.28,1.03,0.0,2020-09-28 07:30:00+00:00
20200928:0830,259.3,152.9,0.0,44.97,32.2,0.9,0.0,2020-09-28 08:30:00+00:00
20200928:0930,204.9,120.65,0.0,32.27,31.0,0.41,0.0,2020-09-28 09:30:00+00:00
20200928:1030,93.5,76.0,0.0,18.9,30.35,0.34,0.0,2020-09-28 10:30:00+00:00
20200928:1130,12.95,17.82,0.0,5.21,30.03,0.62,0.0,2020-09-28 11:30:00+00:00
20200928:1230,0.0,0.0,0.0,0.0,29.31,0.9,0.0,2020-09-28 12:30:00+00:00
20200928:1330,0.0,0.0,0.0,0.0,28.37,1.66,0.0,2020-09-28 13:30:00+00:00
20200928:1430,0.0,0.0,0.0,0.0,27.84,1.59,0.0,2020-09-28 14:30:00+00:00
20200928:1530,0.0,0.0,0.0,0.0,27.56,1.52,0.0,2020-09-28 15:30:00+00:00
20200928:1630,0.0,0.0,0.0,0.0,27.33,1.52,0.0,2020-09-28 16:30:00+00:00
20200928:1730,0.0,0.0,0.0,0.0,27.18,1.38,0.0,2020-09-28 17:30:00+00:00
20200928:1830,0.0,0.0,0.0,0.0,26.93,1.24,0.0,2020-09-28 18:30:00+00:00
20200928:1930,0.0,0.0,0.0,0.0,26.92,0.83,0.0,2020-09-28 19:30:00+00:00
20200928:2030,0.0,0.0,0.0,0.0,26.74,0.83,0.0,2020-09-28 20:30:00+00:00
20200928:2130,0.0,0.0,0.0,0.0,26.93,0.48,0.0,2020-09-28 21:30:00+00:00
20200928:2230,0.0,0.0,0.0,0.0,26.95,0.07,0.0,2020-09-28 22:30:00+00:00
20200928:2330,0.0,0.0,0.0,0.0,26.14,0.9,0.0,2020-09-28 23:30:00+00:00
20200929:0030,14.1,37.35,0.0,6.98,25.89,1.03,0.0,2020-09-29 00:30:00+00:00
20200929:0130,89.4,117.3,0.0,20.62,26.97,0.62,0.0,2020-09-29 01:30:00+00:00
20200929:0230,134.2,207.7,0.0,33.91,28.49,0.97,0.0,2020-09-29 02:30:00+00:00
20200929:0330,98.2,294.75,0.0,46.42,29.38,1.17,0.0,2020-09-29 03:30:00+00:00
20200929:0430,125.65,339.75,0.0,57.19,29.89,0.41,0.0,2020-09-29 04:30:00+00:00
20200929:0530,198.45,307.15,0.0,63.92,30.51,1.1,0.0,2020-09-29 05:30:00+00:00
20200929:0630,484.9,223.1,0.0,63.33,31.01,1.17,0.0,2020-09-29 06:30:00+00:00
20200929:0730,382.35,230.5,0.0,55.8,31.73,1.03,0.0,2020-09-29 07:30:00+00:00
20200929:0830,338.05,175.45,0.0,44.67,31.83,0.83,0.0,2020-09-29 08:30:00+00:00
20200929:0930,171.3,170.9,0.0,32.01,31.97,0.69,0.0,2020-09-29 09:30:00+00:00
20200929:1030,20.2,93.0,0.0,18.66,31.73,0.69,0.0,2020-09-29 10:30:00+00:00
20200929:1130,1.7,14.24,0.0,4.98,29.46,1.17,0.0,2020-09-29 11:30:00+00:00
20200929:1230,0.0,0.0,0.0,0.0,27.79,0.69,0.0,2020-09-29 12:30:00+00:00
20200929:1330,0.0,0.0,0.0,0.0,27.5,0.76,0.0,2020-09-29 13:30:00+00:00
20200929:1430,0.0,0.0,0.0,0.0,27.23,1.31,0.0,2020-09-29 14:30:00+00:00
20200929:1530,0.0,0.0,0.0,0.0,27.06,1.17,0.0,2020-09-29 15:30:00+00:00
20200929:1630,0.0,0.0,0.0,0.0,26.8,0.97,0.0,2020-09-29 16:30:00+00:00
20200929:1730,0.0,0.0,0.0,0.0,26.52,0.97,0.0,2020-09-29 17:30:00+00:00
20200929:1830,0.0,0.0,0.0,0.0,26.32,1.03,0.0,2020-09-29 18:30:00+00:00
20200929:1930,0.0,0.0,0.0,0.0,26.69,0.69,0.0,2020-09-29 19:30:00+00:00
20200929:2030,0.0,0.0,0.0,0.0,27.14,0.34,0.0,2020-09-29 20:30:00+00:00
20200929:2130,0.0,0.0,0.0,0.0,26.92,0.48,0.0,2020-09-29 21:30:00+00:00
20200929:2230,0.0,0.0,0.0,0.0,26.34,0.62,0.0,2020-09-29 22:30:00+00:00
20200929:2330,0.0,0.0,0.0,0.0,25.96,0.76,0.0,2020-09-29 23:30:00+00:00
20200930:0030,8.7,37.35,0.0,6.9,25.89,0.97,0.0,2020-09-30 00:30:00+00:00
20200930:0130,42.15,129.0,0.0,20.53,26.68,0.69,0.0,2020-09-30 01:30:00+00:00
20200930:0230,81.25,195.65,0.0,33.79,27.81,1.17,0.0,2020-09-30 02:30:00+00:00
20200930:0330,124.0,257.0,0.0,46.24,28.6,1.52,0.0,2020-09-30 03:30:00+00:00
20200930:0430,146.6,269.05,0.0,56.93,29.22,1.52,0.0,2020-09-30 04:30:00+00:00
20200930:0530,132.35,363.4,0.0,63.56,29.69,1.66,0.0,2020-09-30 05:30:00+00:00
20200930:0630,263.95,253.05,0.0,62.93,30.21,1.38,0.0,2020-09-30 06:30:00+00:00
20200930:0730,264.2,221.4,0.0,55.45,31.46,1.52,0.0,2020-09-30 07:30:00+00:00
20200930:0830,249.95,172.05,0.0,44.37,31.55,1.45,0.0,2020-09-30 08:30:00+00:00
20200930:0930,145.3,144.6,0.0,31.75,30.12,1.72,0.0,2020-09-30 09:30:00+00:00
20200930:1030,31.45,90.0,0.0,18.41,29.48,1.66,0.0,2020-09-30 10:30:00+00:00
20200930:1130,1.4,13.73,0.0,4.75,28.46,1.31,0.0,2020-09-30 11:30:00+00:00
20200930:1230,0.0,0.0,0.0,0.0,28.1,0.83,0.0,2020-09-30 12:30:00+00:00
20200930:1330,0.0,0.0,0.0,0.0,27.71,0.83,0.0,2020-09-30 13:30:00+00:00
20200930:1430,0.0,0.0,0.0,0.0,27.44,1.03,0.0,2020-09-30 14:30:00+00:00
20200930:1530,0.0,0.0,0.0,0.0,27.13,1.17,0.0,2020-09-30 15:30:00+00:00
20200930:1630,0.0,0.0,0.0,0.0,26.94,1.31,0.0,2020-09-30 16:30:00+00:00
20200930:1730,0.0,0.0,0.0,0.0,26.69,1.38,0.0,2020-09-30 17:30:00+00:00
20200930:1830,0.0,0.0,0.0,0.0,26.47,1.45,0.0,2020-09-30 18:30:00+00:00
20200930:1930,0.0,0.0,0.0,0.0,26.73,1.24,0.0,2020-09-30 19:30:00+00:00
20200930:2030,0.0,0.0,0.0,0.0,26.58,1.45,0.0,2020-09-30 20:30:00+00:00
20200930:2130,0.0,0.0,0.0,0.0,26.52,1.59,0.0,2020-09-30 21:30:00+00:00
20200930:2230,0.0,0.0,0.0,0.0,26.35,1.38,0.0,2020-09-30 22:30:00+00:00
20200930:2330,0.0,0.0,0.0,0.0,26.15,1.38,0.0,2020-09-30 23:30:00+00:00
20201001:0030,16.05,33.75,0.0,6.82,26.04,1.45,0.0,2020-10-01 00:30:00+00:00
20201001:0130,82.15,90.75,0.0,20.44,26.59,1.72,0.0,2020-10-01 01:30:00+00:00
20201001:0230,202.7,136.9,0.0,33.66,27.71,2.07,0.0,2020-10-01 02:30:00+00:00
20201001:0330,388.9,164.75,0.0,46.07,28.74,2.14,0.0,2020-10-01 03:30:00+00:00
20201001:0430,431.05,254.2,0.0,56.67,29.88,2.34,0.0,2020-10-01 04:30:00+00:00
20201001:0530,311.65,287.65,0.0,63.2,30.7,2.28,0.0,2020-10-01 05:30:00+00:00
20201001:0630,299.15,258.2,0.0,62.54,31.11,2.41,0.0,2020-10-01 06:30:00+00:00
20201001:0730,115.1,245.45,0.0,55.1,31.15,2.9,0.0,2020-10-01 07:30:00+00:00
20201001:0830,80.45,192.3,0.0,44.08,28.94,3.17,0.0,2020-10-01 08:30:00+00:00
20201001:0930,88.8,140.4,0.0,31.49,28.39,1.93,0.0,2020-10-01 09:30:00+00:00
20201001:1030,43.95,76.55,0.0,18.17,28.75,1.24,0.0,2020-10-01 10:30:00+00:00
20201001:1130,5.45,21.45,0.0,4.52,28.75,1.45,0.0,2020-10-01 11:30:00+00:00
20201001:1230,0.0,0.0,0.0,0.0,27.94,1.17,0.0,2020-10-01 12:30:00+00:00
20201001:1330,0.0,0.0,0.0,0.0,27.67,1.38,0.0,2020-10-01 13:30:00+00:00
20201001:1430,0.0,0.0,0.0,0.0,27.36,1.45,0.0,2020-10-01 14:30:00+00:00
20201001:1530,0.0,0.0,0.0,0.0,26.65,1.38,0.0,2020-10-01 15:30:00+00:00
20201001:1630,0.0,0.0,0.0,0.0,26.24,1.45,0.0,2020-10-01 16:30:00+00:00
20201001:1730,0.0,0.0,0.0,0.0,26.21,1.52,0.0,2020-10-01 17:30:00+00:00
20201001:1830,0.0,0.0,0.0,0.0,26.12,1.66,0.0,2020-10-01 18:30:00+00:00
20201001:1930,0.0,0.0,0.0,0.0,26.47,1.66,0.0,2020-10-01 19:30:00+00:00
20201001:2030,0.0,0.0,0.0,0.0,26.39,1.59,0.0,2020-10-01 20:30:00+00:00
20201001:2130,0.0,0.0,0.0,0.0,26.23,1.72,0.0,2020-10-01 21:30:00+00:00
20201001:2230,0.0,0.0,0.0,0.0,26.03,1.93,0.0,2020-10-01 22:30:00+00:00
20201001:2330,0.0,0.0,0.0,0.0,25.89,1.72,0.0,2020-10-01 23:30:00+00:00
20201002:0030,17.35,28.2,0.0,6.74,25.72,1.52,0.0,2020-10-02 00:30:00+00:00
20201002:0130,98.25,100.7,0.0,20.34,26.21,1.66,0.0,2020-10-02 01:30:00+00:00
20201002:0230,172.3,140.65,0.0,33.53,27.39,2.34,0.0,2020-10-02 02:30:00+00:00
20201002:0330,257.85,220.85,0.0,45.89,28.25,2.48,0.0,2020-10-02 03:30:00+00:00
20201002:0430,233.2,320.45,0.0,56.41,29.32,2.76,0.0,2020-10-02 04:30:00+00:00
20201002:0530,163.8,360.75,0.0,62.84,30.05,2.76,0.0,2020-10-02 05:30:00+00:00
20201002:0630,180.75,232.8,0.0,62.14,30.47,2.83,0.0,2020-10-02 06:30:00+00:00
20201002:0730,233.35,195.05,0.0,54.75,30.19,2.0,0.0,2020-10-02 07:30:00+00:00
20201002:0830,134.0,143.3,0.0,43.78,29.17,2.69,0.0,2020-10-02 08:30:00+00:00
20201002:0930,105.95,112.45,0.0,31.22,28.61,1.79,0.0,2020-10-02 09:30:00+00:00
20201002:1030,36.1,77.1,0.0,17.93,28.67,1.66,0.0,2020-10-02 10:30:00+00:00
20201002:1130,5.9,13.9,0.0,4.29,28.57,0.69,0.0,2020-10-02 11:30:00+00:00
20201002:1230,0.0,0.0,0.0,0.0,28.08,1.31,0.0,2020-10-02 12:30:00+00:00
20201002:1330,0.0,0.0,0.0,0.0,27.48,1.31,0.0,2020-10-02 13:30:00+00:00
20201002:1430,0.0,0.0,0.0,0.0,27.21,1.59,0.0,2020-10-02 14:30:00+00:00
20201002:1530,0.0,0.0,0.0,0.0,26.91,1.79,0.0,2020-10-02 15:30:00+00:00
20201002:1630,0.0,0.0,0.0,0.0,26.62,1.52,0.0,2020-10-02 16:30:00+00:00
