time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,ts
20201002:1730,0.0,0.0,0.0,0.0,26.39,1.52,0.0,2020-10-02 17:30:00+00:00
20201002:1830,0.0,0.0,0.0,0.0,26.17,1.52,0.0,2020-10-02 18:30:00+00:00
20201002:1930,0.0,0.0,0.0,0.0,26.2,1.45,0.0,2020-10-02 19:30:00+00:00
20201002:2030,0.0,0.0,0.0,0.0,26.07,1.45,0.0,2020-10-02 20:30:00+00:00
20201002:2130,0.0,0.0,0.0,0.0,25.82,1.38,0.0,2020-10-02 21:30:00+00:00
20201002:2230,0.0,0.0,0.0,0.0,25.7,1.45,0.0,2020-10-02 22:30:00+00:00
20201002:2330,0.0,0.0,0.0,0.0,25.67,1.52,0.0,2020-10-02 23:30:00+00:00
20201003:0030,11.6,23.65,0.0,6.66,25.5,1.45,0.0,2020-10-03 00:30:00+00:00
20201003:0130,39.65,80.45,0.0,20.24,25.29,1.72,0.0,2020-10-03 01:30:00+00:00
20201003:0230,133.25,145.55,0.0,33.4,26.0,2.14,0.0,2020-10-03 02:30:00+00:00
20201003:0330,242.9,209.4,0.0,45.71,27.46,2.21,0.0,2020-10-03 03:30:00+00:00
20201003:0430,331.85,232.05,0.0,56.15,28.61,1.86,0.0,2020-10-03 04:30:00+00:00
20201003:0530,126.85,300.75,0.0,62.48,30.33,2.07,0.0,2020-10-03 05:30:00+00:00
20201003:0630,320.25,243.0,0.0,61.75,30.15,2.07,0.0,2020-10-03 06:30:00+00:00
20201003:0730,93.05,281.05,0.0,54.4,29.03,3.17,0.0,2020-10-03 07:30:00+00:00
20201003:0830,146.9,222.3,0.0,43.48,28.52,2.28,0.0,2020-10-03 08:30:00+00:00
20201003:0930,152.5,172.45,0.0,30.96,28.87,1.72,0.0,2020-10-03 09:30:00+00:00
20201003:1030,60.55,96.6,0.0,17.69,29.21,1.31,0.0,2020-10-03 10:30:00+00:00
20201003:1130,8.35,20.47,0.0,4.07,29.09,1.38,0.0,2020-10-03 11:30:00+00:00
20201003:1230,0.0,0.0,0.0,0.0,28.44,1.45,0.0,2020-10-03 12:30:00+00:00
20201003:1330,0.0,0.0,0.0,0.0,27.96,1.24,0.0,2020-10-03 13:30:00+00:00
20201003:1430,0.0,0.0,0.0,0.0,27.57,1.52,0.0,2020-10-03 14:30:00+00:00
20201003:1530,0.0,0.0,0.0,0.0,27.19,1.79,0.0,2020-10-03 15:30:00+00:00
20201003:1630,0.0,0.0,0.0,0.0,26.88,1.79,0.0,2020-10-03 16:30:00+00:00
20201003:1730,0.0,0.0,0.0,0.0,26.66,1.59,0.0,2020-10-03 17:30:00+00:00
20201003:1830,0.0,0.0,0.0,0.0,26.49,1.45,0.0,2020-10-03 18:30:00+00:00
20201003:1930,0.0,0.0,0.0,0.0,26.24,1.24,0.0,2020-10-03 19:30:00+00:00
20201003:2030,0.0,0.0,0.0,0.0,25.91,1.38,0.0,2020-10-03 20:30:00+00:00
20201003:2130,0.0,0.0,0.0,0.0,25.59,1.38,0.0,2020-10-03 21:30:00+00:00
20201003:2230,0.0,0.0,0.0,0.0,25.48,1.45,0.0,2020-10-03 22:30:00+00:00
20201003:2330,0.0,0.0,0.0,0.0,25.54,1.45,0.0,2020-10-03 23:30:00+00:00
20201004:0030,16.85,29.2,0.0,6.57,25.46,1.52,0.0,2020-10-04 00:30:00+00:00
20201004:0130,119.2,85.75,0.0,20.14,26.04,1.52,0.0,2020-10-04 01:30:00+00:00
20201004:0230,253.4,128.1,0.0,33.27,27.57,2.07,0.0,2020-10-04 02:30:00+00:00
20201004:0330,404.5,161.65,0.0,45.52,28.81,2.28,0.0,2020-10-04 03:30:00+00:00
20201004:0430,425.7,230.7,0.0,55.88,29.95,2.14,0.0,2020-10-04 04:30:00+00:00
20201004:0530,178.3,230.05,0.0,62.11,31.13,2.41,0.0,2020-10-04 05:30:00+00:00
20201004:0630,436.2,205.15,0.0,61.36,29.71,2.28,0.0,2020-10-04 06:30:00+00:00
20201004:0730,277.85,217.05,0.0,54.06,31.0,3.38,0.0,2020-10-04 07:30:00+00:00
20201004:0830,185.9,235.0,0.0,43.19,30.65,3.66,0.0,2020-10-04 08:30:00+00:00
20201004:0930,95.85,189.55,0.0,30.7,30.37,3.1,0.0,2020-10-04 09:30:00+00:00
20201004:1030,77.6,86.45,0.0,17.46,29.96,2.76,0.0,2020-10-04 10:30:00+00:00
20201004:1130,6.0,18.97,0.0,3.84,29.53,2.28,0.0,2020-10-04 11:30:00+00:00
20201004:1230,0.0,0.0,0.0,0.0,28.59,1.66,0.0,2020-10-04 12:30:00+00:00
20201004:1330,0.0,0.0,0.0,0.0,27.93,1.52,0.0,2020-10-04 13:30:00+00:00
20201004:1430,0.0,0.0,0.0,0.0,27.41,1.45,0.0,2020-10-04 14:30:00+00:00
20201004:1530,0.0,0.0,0.0,0.0,27.03,1.38,0.0,2020-10-04 15:30:00+00:00
20201004:1630,0.0,0.0,0.0,0.0,26.46,1.52,0.0,2020-10-04 16:30:00+00:00
20201004:1730,0.0,0.0,0.0,0.0,26.18,1.66,0.0,2020-10-04 17:30:00+00:00
20201004:1830,0.0,0.0,0.0,0.0,25.96,1.24,0.0,2020-10-04 18:30:00+00:00
20201004:1930,0.0,0.0,0.0,0.0,25.88,0.97,0.0,2020-10-04 19:30:00+00:00
20201004:2030,0.0,0.0,0.0,0.0,25.73,1.1,0.0,2020-10-04 20:30:00+00:00
20201004:2130,0.0,0.0,0.0,0.0,25.52,1.17,0.0,2020-10-04 21:30:00+00:00
20201004:2230,0.0,0.0,0.0,0.0,25.52,1.17,0.0,2020-10-04 22:30:00+00:00
20201004:2330,0.0,0.0,0.0,0.0,25.6,1.24,0.0,2020-10-04 23:30:00+00:00
20201005:0030,7.15,26.1,0.0,6.49,25.39,1.31,0.0,2020-10-05 00:30:00+00:00
20201005:0130,33.6,77.05,0.0,20.03,25.61,1.72,0.0,2020-10-05 01:30:00+00:00
20201005:0230,108.9,139.8,0.0,33.13,26.14,2.0,0.0,2020-10-05 02:30:00+00:00
20201005:0330,297.7,189.15,0.0,45.34,27.18,2.55,0.0,2020-10-05 03:30:00+00:00
20201005:0430,115.55,221.35,0.0,55.62,28.4,2.55,0.0,2020-10-05 04:30:00+00:00
20201005:0530,199.1,241.5,0.0,61.75,28.85,2.69,0.0,2020-10-05 05:30:00+00:00
20201005:0630,222.6,190.95,0.0,60.97,29.19,2.41,0.0,2020-10-05 06:30:00+00:00
20201005:0730,122.95,153.5,0.0,53.71,28.85,1.31,0.0,2020-10-05 07:30:00+00:00
20201005:0830,191.75,169.4,0.0,42.89,28.71,0.9,0.0,2020-10-05 08:30:00+00:00
20201005:0930,59.25,118.2,0.0,30.44,28.53,2.62,0.0,2020-10-05 09:30:00+00:00
20201005:1030,1.0,50.55,0.0,17.22,27.57,2.55,0.0,2020-10-05 10:30:00+00:00
20201005:1130,3.45,12.91,0.0,3.62,26.88,1.66,0.0,2020-10-05 11:30:00+00:00
20201005:1230,0.0,0.0,0.0,0.0,26.57,1.03,0.0,2020-10-05 12:30:00+00:00
20201005:1330,0.0,0.0,0.0,0.0,26.34,1.03,0.0,2020-10-05 13:30:00+00:00
20201005:1430,0.0,0.0,0.0,0.0,26.21,1.17,0.0,2020-10-05 14:30:00+00:00
20201005:1530,0.0,0.0,0.0,0.0,25.98,1.52,0.0,2020-10-05 15:30:00+00:00
20201005:1630,0.0,0.0,0.0,0.0,25.87,1.59,0.0,2020-10-05 16:30:00+00:00
20201005:1730,0.0,0.0,0.0,0.0,25.86,1.38,0.0,2020-10-05 17:30:00+00:00
20201005:1830,0.0,0.0,0.0,0.0,25.75,1.45,0.0,2020-10-05 18:30:00+00:00
20201005:1930,0.0,0.0,0.0,0.0,25.88,1.38,0.0,2020-10-05 19:30:00+00:00
20201005:2030,0.0,0.0,0.0,0.0,25.8,1.52,0.0,2020-10-05 20:30:00+00:00
20201005:2130,0.0,0.0,0.0,0.0,25.67,1.59,0.0,2020-10-05 21:30:00+00:00
20201005:2230,0.0,0.0,0.0,0.0,25.57,1.52,0.0,2020-10-05 22:30:00+00:00
20201005:2330,0.0,0.0,0.0,0.0,25.5,1.52,0.0,2020-10-05 23:30:00+00:00
20201006:0030,8.95,26.35,0.0,6.4,25.46,1.52,0.0,2020-10-06 00:30:00+00:00
20201006:0130,99.95,89.4,0.0,19.92,25.88,1.45,0.0,2020-10-06 01:30:00+00:00
20201006:0230,172.0,156.55,0.0,32.99,26.94,1.86,0.0,2020-10-06 02:30:00+00:00
20201006:0330,325.95,201.85,0.0,45.15,27.94,1.86,0.0,2020-10-06 03:30:00+00:00
20201006:0430,132.75,262.1,0.0,55.34,29.53,2.28,0.0,2020-10-06 04:30:00+00:00
20201006:0530,162.7,296.0,0.0,61.39,29.57,2.14,0.0,2020-10-06 05:30:00+00:00
20201006:0630,462.65,232.8,0.0,60.58,30.13,1.86,0.0,2020-10-06 06:30:00+00:00
20201006:0730,303.25,217.6,0.0,53.37,31.28,2.14,0.0,2020-10-06 07:30:00+00:00
20201006:0830,104.15,199.45,0.0,42.6,30.32,2.48,0.0,2020-10-06 08:30:00+00:00
20201006:0930,53.9,126.15,0.0,30.19,28.47,2.9,0.0,2020-10-06 09:30:00+00:00
20201006:1030,51.8,86.6,0.0,16.99,28.15,1.52,0.0,2020-10-06 10:30:00+00:00
20201006:1130,4.05,18.29,0.0,3.4,28.11,1.38,0.0,2020-10-06 11:30:00+00:00
20201006:1230,0.0,0.0,0.0,0.0,27.64,1.38,0.0,2020-10-06 12:30:00+00:00
20201006:1330,0.0,0.0,0.0,0.0,27.04,1.72,0.0,2020-10-06 13:30:00+00:00
20201006:1430,0.0,0.0,0.0,0.0,26.77,2.0,0.0,2020-10-06 14:30:00+00:00
20201006:1530,0.0,0.0,0.0,0.0,26.59,1.86,0.0,2020-10-06 15:30:00+00:00
20201006:1630,0.0,0.0,0.0,0.0,26.35,1.93,0.0,2020-10-06 16:30:00+00:00
20201006:1730,0.0,0.0,0.0,0.0,26.2,1.86,0.0,2020-10-06 17:30:00+00:00
20201006:1830,0.0,0.0,0.0,0.0,26.05,1.72,0.0,2020-10-06 18:30:00+00:00
20201006:1930,0.0,0.0,0.0,0.0,26.22,1.52,0.0,2020-10-06 19:30:00+00:00
20201006:2030,0.0,0.0,0.0,0.0,26.04,1.52,0.0,2020-10-06 20:30:00+00:00
20201006:2130,0.0,0.0,0.0,0.0,25.97,1.31,0.0,2020-10-06 21:30:00+00:00
20201006:2230,0.0,0.0,0.0,0.0,25.74,1.45,0.0,2020-10-06 22:30:00+00:00
20201006:2330,0.0,0.0,0.0,0.0,25.61,1.66,0.0,2020-10-06 23:30:00+00:00
20201007:0030,2.35,13.85,0.0,6.31,25.4,1.86,0.0,2020-10-07 00:30:00+00:00
20201007:0130,5.85,67.55,0.0,19.82,25.25,1.52,0.0,2020-10-07 01:30:00+00:00
20201007:0230,72.15,196.95,0.0,32.85,25.54,1.79,0.0,2020-10-07 02:30:00+00:00
20201007:0330,187.2,233.25,0.0,44.95,26.59,2.07,0.0,2020-10-07 03:30:00+00:00
20201007:0430,261.1,255.55,0.0,55.07,28.09,2.21,0.0,2020-10-07 04:30:00+00:00
20201007:0530,229.65,298.2,0.0,61.03,29.07,1.93,0.0,2020-10-07 05:30:00+00:00
20201007:0630,145.5,298.7,0.0,60.19,30.14,1.72,0.0,2020-10-07 06:30:00+00:00
20201007:0730,96.35,103.9,0.0,53.02,29.16,3.24,0.0,2020-10-07 07:30:00+00:00
20201007:0830,3.85,156.75,0.0,42.31,27.93,2.9,0.0,2020-10-07 08:30:00+00:00
20201007:0930,0.0,123.65,0.0,29.93,27.28,2.41,0.0,2020-10-07 09:30:00+00:00
20201007:1030,3.6,73.3,0.0,16.76,27.15,2.07,0.0,2020-10-07 10:30:00+00:00
20201007:1130,0.35,17.47,0.0,3.18,26.96,1.72,0.0,2020-10-07 11:30:00+00:00
20201007:1230,0.0,0.0,0.0,0.0,26.69,1.31,0.0,2020-10-07 12:30:00+00:00
20201007:1330,0.0,0.0,0.0,0.0,26.35,1.45,0.0,2020-10-07 13:30:00+00:00
20201007:1430,0.0,0.0,0.0,0.0,26.14,1.17,0.0,2020-10-07 14:30:00+00:00
20201007:1530,0.0,0.0,0.0,0.0,25.94,0.97,0.0,2020-10-07 15:30:00+00:00
20201007:1630,0.0,0.0,0.0,0.0,25.86,1.31,0.0,2020-10-07 16:30:00+00:00
20201007:1730,0.0,0.0,0.0,0.0,25.84,1.31,0.0,2020-10-07 17:30:00+00:00
20201007:1830,0.0,0.0,0.0,0.0,25.83,1.31,0.0,2020-10-07 18:30:00+00:00
20201007:1930,0.0,0.0,0.0,0.0,25.83,1.17,0.0,2020-10-07 19:30:00+00:00
20201007:2030,0.0,0.0,0.0,0.0,25.74,1.1,0.0,2020-10-07 20:30:00+00:00
20201007:2130,0.0,0.0,0.0,0.0,25.49,1.17,0.0,2020-10-07 21:30:00+00:00
20201007:2230,0.0,0.0,0.0,0.0,25.28,1.1,0.0,2020-10-07 22:30:00+00:00
20201007:2330,0.0,0.0,0.0,0.0,25.15,0.76,0.0,2020-10-07 23:30:00+00:00
20201008:0030,20.25,29.75,0.0,6.22,24.87,0.9,0.0,2020-10-08 00:30:00+00:00
20201008:0130,94.6,100.1,0.0,19.7,26.13,0.83,0.0,2020-10-08 01:30:00+00:00
20201008:0230,265.25,123.05,0.0,32.71,27.31,1.03,0.0,2020-10-08 02:30:00+00:00
20201008:0330,400.8,163.45,0.0,44.75,28.62,1.45,0.0,2020-10-08 03:30:00+00:00
20201008:0430,502.0,177.9,0.0,54.8,29.73,1.45,0.0,2020-10-08 04:30:00+00:00
20201008:0530,378.65,238.55,0.0,60.66,30.62,1.31,0.0,2020-10-08 05:30:00+00:00
20201008:0630,246.45,265.0,0.0,59.8,31.46,1.24,0.0,2020-10-08 06:30:00+00:00
20201008:0730,395.6,165.95,0.0,52.68,31.25,1.1,0.0,2020-10-08 07:30:00+00:00
20201008:0830,310.45,136.85,0.0,42.02,31.25,0.69,0.0,2020-10-08 08:30:00+00:00
20201008:0930,215.55,124.8,0.0,29.68,31.27,0.55,0.0,2020-10-08 09:30:00+00:00
20201008:1030,67.95,64.75,0.0,16.53,31.11,0.41,0.0,2020-10-08 10:30:00+00:00
20201008:1130,7.95,12.52,0.0,2.96,30.68,0.48,0.0,2020-10-08 11:30:00+00:00
20201008:1230,0.0,0.0,0.0,0.0,29.81,0.83,0.0,2020-10-08 12:30:00+00:00
20201008:1330,0.0,0.0,0.0,0.0,28.61,0.97,0.0,2020-10-08 13:30:00+00:00
20201008:1430,0.0,0.0,0.0,0.0,28.05,1.24,0.0,2020-10-08 14:30:00+00:00
20201008:1530,0.0,0.0,0.0,0.0,27.78,1.52,0.0,2020-10-08 15:30:00+00:00
20201008:1630,0.0,0.0,0.0,0.0,27.49,1.72,0.0,2020-10-08 16:30:00+00:00
20201008:1730,0.0,0.0,0.0,0.0,26.99,1.38,0.0,2020-10-08 17:30:00+00:00
20201008:1830,0.0,0.0,0.0,0.0,26.51,0.9,0.0,2020-10-08 18:30:00+00:00
20201008:1930,0.0,0.0,0.0,0.0,26.62,1.38,0.0,2020-10-08 19:30:00+00:00
20201008:2030,0.0,0.0,0.0,0.0,26.39,1.38,0.0,2020-10-08 20:30:00+00:00
20201008:2130,0.0,0.0,0.0,0.0,26.24,1.31,0.0,2020-10-08 21:30:00+00:00
20201008:2230,0.0,0.0,0.0,0.0,26.02,1.17,0.0,2020-10-08 22:30:00+00:00
20201008:2330,0.0,0.0,0.0,0.0,25.88,1.03,0.0,2020-10-08 23:30:00+00:00
20201009:0030,18.55,27.55,0.0,6.12,25.67,1.1,0.0,2020-10-09 00:30:00+00:00
20201009:0130,121.2,79.85,0.0,19.59,26.56,0.97,0.0,2020-10-09 01:30:00+00:00
20201009:0230,271.55,121.75,0.0,32.56,28.11,1.24,0.0,2020-10-09 02:30:00+00:00
20201009:0330,439.65,144.95,0.0,44.55,29.48,1.45,0.0,2020-10-09 03:30:00+00:00
20201009:0430,434.7,159.15,0.0,54.52,30.61,1.38,0.0,2020-10-09 04:30:00+00:00
20201009:0530,457.25,213.7,0.0,60.3,31.18,1.03,0.0,2020-10-09 05:30:00+00:00
20201009:0630,383.15,267.6,0.0,59.42,31.65,0.55,0.0,2020-10-09 06:30:00+00:00
20201009:0730,256.8,212.35,0.0,52.34,31.79,0.48,0.0,2020-10-09 07:30:00+00:00
20201009:0830,185.75,190.5,0.0,41.73,31.38,0.34,0.0,2020-10-09 08:30:00+00:00
20201009:0930,186.1,130.45,0.0,29.42,30.96,0.28,0.0,2020-10-09 09:30:00+00:00
20201009:1030,81.05,75.35,0.0,16.3,30.68,0.07,0.0,2020-10-09 10:30:00+00:00
20201009:1130,5.3,14.3,0.0,2.75,30.19,0.62,0.0,2020-10-09 11:30:00+00:00
20201009:1230,0.0,0.0,0.0,0.0,29.35,0.34,0.0,2020-10-09 12:30:00+00:00
20201009:1330,0.0,0.0,0.0,0.0,28.59,0.48,0.0,2020-10-09 13:30:00+00:00
20201009:1430,0.0,0.0,0.0,0.0,28.62,0.14,0.0,2020-10-09 14:30:00+00:00
20201009:1530,0.0,0.0,0.0,0.0,27.62,0.83,0.0,2020-10-09 15:30:00+00:00
20201009:1630,0.0,0.0,0.0,0.0,27.41,1.17,0.0,2020-10-09 16:30:00+00:00
20201009:1730,0.0,0.0,0.0,0.0,27.14,0.97,0.0,2020-10-09 17:30:00+00:00
20201009:1830,0.0,0.0,0.0,0.0,26.93,0.97,0.0,2020-10-09 18:30:00+00:00
20201009:1930,0.0,0.0,0.0,0.0,26.63,1.03,0.0,2020-10-09 19:30:00+00:00
20201009:2030,0.0,0.0,0.0,0.0,26.42,0.97,0.0,2020-10-09 20:30:00+00:00
20201009:2130,0.0,0.0,0.0,0.0,26.27,0.97,0.0,2020-10-09 21:30:00+00:00
20201009:2230,0.0,0.0,0.0,0.0,26.11,0.97,0.0,2020-10-09 22:30:00+00:00
20201009:2330,0.0,0.0,0.0,0.0,26.02,1.1,0.0,2020-10-09 23:30:00+00:00
20201010:0030,20.85,29.15,0.0,6.03,26.0,1.17,0.0,2020-10-10 00:30:00+00:00
20201010:0130,134.3,83.65,0.0,19.47,26.86,1.03,0.0,2020-10-10 01:30:00+00:00
20201010:0230,276.25,121.2,0.0,32.41,28.46,1.1,0.0,2020-10-10 02:30:00+00:00
20201010:0330,396.85,153.95,0.0,44.35,29.71,0.97,0.0,2020-10-10 03:30:00+00:00
20201010:0430,490.1,202.85,0.0,54.24,30.72,0.83,0.0,2020-10-10 04:30:00+00:00
20201010:0530,517.21,162.15,0.0,59.94,31.73,0.62,0.0,2020-10-10 05:30:00+00:00
20201010:0630,581.46,166.5,0.0,59.04,32.45,0.55,0.0,2020-10-10 06:30:00+00:00
20201010:0730,382.85,227.85,0.0,52.0,32.7,1.31,0.0,2020-10-10 07:30:00+00:00
20201010:0830,216.5,167.3,0.0,41.44,32.3,1.38,0.0,2020-10-10 08:30:00+00:00
20201010:0930,115.1,139.75,0.0,29.17,31.67,1.17,0.0,2020-10-10 09:30:00+00:00
20201010:1030,66.6,71.45,0.0,16.07,31.4,0.55,0.0,2020-10-10 10:30:00+00:00
20201010:1130,5.3,13.51,0.0,2.54,30.17,0.28,0.0,2020-10-10 11:30:00+00:00
20201010:1230,0.0,0.0,0.0,0.0,29.48,0.41,0.0,2020-10-10 12:30:00+00:00
20201010:1330,0.0,0.0,0.0,0.0,28.64,0.76,0.0,2020-10-10 13:30:00+00:00
20201010:1430,0.0,0.0,0.0,0.0,28.03,1.31,0.0,2020-10-10 14:30:00+00:00
20201010:1530,0.0,0.0,0.0,0.0,27.5,1.31,0.0,2020-10-10 15:30:00+00:00
20201010:1630,0.0,0.0,0.0,0.0,27.28,1.17,0.0,2020-10-10 16:30:00+00:00
20201010:1730,0.0,0.0,0.0,0.0,27.07,1.17,0.0,2020-10-10 17:30:00+00:00
20201010:1830,0.0,0.0,0.0,0.0,26.75,1.1,0.0,2020-10-10 18:30:00+00:00
20201010:1930,0.0,0.0,0.0,0.0,26.71,1.03,0.0,2020-10-10 19:30:00+00:00
20201010:2030,0.0,0.0,0.0,0.0,26.49,1.03,0.0,2020-10-10 20:30:00+00:00
20201010:2130,0.0,0.0,0.0,0.0,26.31,1.17,0.0,2020-10-10 21:30:00+00:00
20201010:2230,0.0,0.0,0.0,0.0,26.05,1.38,0.0,2020-10-10 22:30:00+00:00
20201010:2330,0.0,0.0,0.0,0.0,25.85,1.17,0.0,2020-10-10 23:30:00+00:00
20201011:0030,20.35,26.3,0.0,5.93,25.52,0.9,0.0,2020-10-11 00:30:00+00:00
20201011:0130,136.7,85.5,0.0,19.36,26.24,0.41,0.0,2020-10-11 01:30:00+00:00
20201011:0230,301.75,114.25,0.0,32.26,28.02,0.69,0.0,2020-10-11 02:30:00+00:00
20201011:0330,479.61,138.7,0.0,44.15,29.43,1.17,0.0,2020-10-11 03:30:00+00:00
20201011:0430,585.56,149.9,0.0,53.96,30.68,1.52,0.0,2020-10-11 04:30:00+00:00
20201011:0530,540.86,175.35,0.0,59.58,31.49,1.59,0.0,2020-10-11 05:30:00+00:00
20201011:0630,568.41,167.45,0.0,58.66,31.97,1.45,0.0,2020-10-11 06:30:00+00:00
20201011:0730,439.2,137.6,0.0,51.66,32.58,1.38,0.0,2020-10-11 07:30:00+00:00
20201011:0830,349.9,146.45,0.0,41.15,32.52,1.31,0.0,2020-10-11 08:30:00+00:00
20201011:0930,238.75,111.65,0.0,28.92,32.56,1.24,0.0,2020-10-11 09:30:00+00:00
20201011:1030,92.65,68.2,0.0,15.85,32.21,1.31,0.0,2020-10-11 10:30:00+00:00
20201011:1130,6.15,11.12,0.0,2.33,31.23,1.31,0.0,2020-10-11 11:30:00+00:00
20201011:1230,0.0,0.0,0.0,0.0,29.91,1.93,0.0,2020-10-11 12:30:00+00:00
20201011:1330,0.0,0.0,0.0,0.0,29.06,1.72,0.0,2020-10-11 13:30:00+00:00
20201011:1430,0.0,0.0,0.0,0.0,28.62,1.86,0.0,2020-10-11 14:30:00+00:00
20201011:1530,0.0,0.0,0.0,0.0,28.07,1.72,0.0,2020-10-11 15:30:00+00:00
20201011:1630,0.0,0.0,0.0,0.0,27.78,1.38,0.0,2020-10-11 16:30:00+00:00
20201011:1730,0.0,0.0,0.0,0.0,27.25,0.97,0.0,2020-10-11 17:30:00+00:00
20201011:1830,0.0,0.0,0.0,0.0,27.29,0.48,0.0,2020-10-11 18:30:00+00:00
20201011:1930,0.0,0.0,0.0,0.0,26.72,0.97,0.0,2020-10-11 19:30:00+00:00
20201011:2030,0.0,0.0,0.0,0.0,26.6,0.9,0.0,2020-10-11 20:30:00+00:00
20201011:2130,0.0,0.0,0.0,0.0,26.29,0.97,0.0,2020-10-11 21:30:00+00:00
20201011:2230,0.0,0.0,0.0,0.0,26.18,1.66,0.0,2020-10-11 22:30:00+00:00
20201011:2330,0.0,0.0,0.0,0.0,26.1,1.79,0.0,2020-10-11 23:30:00+00:00
20201012:0030,21.9,28.45,0.0,5.83,25.92,1.59,0.0,2020-10-12 00:30:00+00:00
20201012:0130,143.1,86.0,0.0,19.23,26.21,1.38,0.0,2020-10-12 01:30:00+00:00
20201012:0230,317.0,118.7,0.0,32.11,27.68,1.38,0.0,2020-10-12 02:30:00+00:00
20201012:0330,477.76,138.7,0.0,43.94,29.2,1.59,0.0,2020-10-12 03:30:00+00:00
20201012:0430,599.21,147.95,0.0,53.67,30.59,1.66,0.0,2020-10-12 04:30:00+00:00
20201012:0530,548.31,194.5,0.0,59.22,31.62,1.66,0.0,2020-10-12 05:30:00+00:00
20201012:0630,565.21,170.55,0.0,58.28,32.19,1.59,0.0,2020-10-12 06:30:00+00:00
20201012:0730,477.11,130.0,0.0,51.33,32.2,1.52,0.0,2020-10-12 07:30:00+00:00
20201012:0830,321.45,148.3,0.0,40.87,32.15,1.66,0.0,2020-10-12 08:30:00+00:00
20201012:0930,242.5,114.35,0.0,28.68,32.16,1.66,0.0,2020-10-12 09:30:00+00:00
20201012:1030,90.75,69.7,0.0,15.63,31.76,1.66,0.0,2020-10-12 10:30:00+00:00
20201012:1130,0.0,11.6,0.0,2.13,30.36,1.59,0.0,2020-10-12 11:30:00+00:00
20201012:1230,0.0,0.0,0.0,0.0,29.34,1.72,0.0,2020-10-12 12:30:00+00:00
20201012:1330,0.0,0.0,0.0,0.0,28.65,1.45,0.0,2020-10-12 13:30:00+00:00
20201012:1430,0.0,0.0,0.0,0.0,28.17,1.31,0.0,2020-10-12 14:30:00+00:00
20201012:1530,0.0,0.0,0.0,0.0,27.7,1.52,0.0,2020-10-12 15:30:00+00:00
20201012:1630,0.0,0.0,0.0,0.0,27.45,1.59,0.0,2020-10-12 16:30:00+00:00
20201012:1730,0.0,0.0,0.0,0.0,27.29,1.66,0.0,2020-10-12 17:30:00+00:00
20201012:1830,0.0,0.0,0.0,0.0,27.0,1.59,0.0,2020-10-12 18:30:00+00:00
20201012:1930,0.0,0.0,0.0,0.0,26.85,1.52,0.0,2020-10-12 19:30:00+00:00
20201012:2030,0.0,0.0,0.0,0.0,26.62,1.52,0.0,2020-10-12 20:30:00+00:00
20201012:2130,0.0,0.0,0.0,0.0,26.45,1.66,0.0,2020-10-12 21:30:00+00:00
20201012:2230,0.0,0.0,0.0,0.0,26.28,1.72,0.0,2020-10-12 22:30:00+00:00
20201012:2330,0.0,0.0,0.0,0.0,26.11,1.72,0.0,2020-10-12 23:30:00+00:00
20201013:0030,20.7,22.37,0.0,5.73,26.01,1.66,0.0,2020-10-13 00:30:00+00:00
20201013:0130,136.2,85.35,0.0,19.11,26.48,1.38,0.0,2020-10-13 01:30:00+00:00
20201013:0230,288.75,122.1,0.0,31.95,28.26,1.52,0.0,2020-10-13 02:30:00+00:00
20201013:0330,424.55,149.6,0.0,43.73,29.59,1.79,0.0,2020-10-13 03:30:00+00:00
20201013:0430,488.86,169.95,0.0,53.39,30.78,2.0,0.0,2020-10-13 04:30:00+00:00
20201013:0530,516.91,199.65,0.0,58.85,31.55,2.0,0.0,2020-10-13 05:30:00+00:00
20201013:0630,617.21,153.9,0.0,57.9,32.05,2.07,0.0,2020-10-13 06:30:00+00:00
20201013:0730,455.25,152.6,0.0,51.0,32.81,1.93,0.0,2020-10-13 07:30:00+00:00
20201013:0830,360.9,149.2,0.0,40.59,32.76,1.93,0.0,2020-10-13 08:30:00+00:00
20201013:0930,210.85,105.95,0.0,28.43,32.65,1.79,0.0,2020-10-13 09:30:00+00:00
20201013:1030,75.25,64.25,0.0,15.41,31.96,1.59,0.0,2020-10-13 10:30:00+00:00
20201013:1130,0.0,8.3,0.0,1.92,30.67,1.72,0.0,2020-10-13 11:30:00+00:00
20201013:1230,0.0,0.0,0.0,0.0,29.4,1.59,0.0,2020-10-13 12:30:00+00:00
20201013:1330,0.0,0.0,0.0,0.0,28.81,1.45,0.0,2020-10-13 13:30:00+00:00
20201013:1430,0.0,0.0,0.0,0.0,28.37,1.52,0.0,2020-10-13 14:30:00+00:00
20201013:1530,0.0,0.0,0.0,0.0,27.89,1.59,0.0,2020-10-13 15:30:00+00:00
20201013:1630,0.0,0.0,0.0,0.0,27.45,1.66,0.0,2020-10-13 16:30:00+00:00
20201013:1730,0.0,0.0,0.0,0.0,27.05,1.66,0.0,2020-10-13 17:30:00+00:00
20201013:1830,0.0,0.0,0.0,0.0,26.56,1.52,0.0,2020-10-13 18:30:00+00:00
20201013:1930,0.0,0.0,0.0,0.0,26.26,1.38,0.0,2020-10-13 19:30:00+00:00
20201013:2030,0.0,0.0,0.0,0.0,25.89,1.38,0.0,2020-10-13 20:30:00+00:00
